content_signature,canonical_name,selected_file_id,duplicate_count,all_file_ids,original_names,original_urls,file_types
"rektiot lumikot|preentation,video","rektiot, lumikot.mp4",1pRBc8ImNta4ZLUbDbGsc-uw32h25CMiW,2,1pRBc8ImNta4ZLUbDbGsc-uw32h25CMiW | 1pRBc8ImNta4ZLUbDbGsc-uw32h25CMiW,"rektiot, lumikot.mp4 | rektiot, lumikot.mp4Video",https://drive.google.com/file/d/1pRBc8ImNta4ZLUbDbGsc-uw32h25CMiW/view?usp=drivesdk | https://drive.google.com/file/d/1pRBc8ImNta4ZLUbDbGsc-uw32h25CMiW/view?usp=drivesdk,video | preentation
"labra lumikot|preentation,video","labra, lumikot.mp4",18aa5E2cEC3vKc1O5NSsIphJ-bVctBzK_,2,18aa5E2cEC3vKc1O5NSsIphJ-bVctBzK_ | 18aa5E2cEC3vKc1O5NSsIphJ-bVctBzK_,"labra, lumikot.mp4 | labra, lumikot.mp4Video",https://drive.google.com/file/d/18aa5E2cEC3vKc1O5NSsIphJ-bVctBzK_/view?usp=drivesdk | https://drive.google.com/file/d/18aa5E2cEC3vKc1O5NSsIphJ-bVctBzK_/view?usp=drivesdk,video | preentation
"viikko 15_ labra v2 - google docs|google doc?,pdf,preentation",Viikko 15_ Labra v2 - Google Docs.pdf,1L_z7UhUGaxX41uCPXtWxKbssmvIWOylw,2,1L_z7UhUGaxX41uCPXtWxKbssmvIWOylw | 1L_z7UhUGaxX41uCPXtWxKbssmvIWOylw,Viikko 15_ Labra v2 - Google Docs.pdf | Viikko 15_ Labra v2 - Google Docs.pdfPDF,https://drive.google.com/file/d/1L_z7UhUGaxX41uCPXtWxKbssmvIWOylw/view?usp=drivesdk | https://drive.google.com/file/d/1L_z7UhUGaxX41uCPXtWxKbssmvIWOylw/view?usp=drivesdk,pdf | google doc? | preentation
"luento45adjvertcl|pdf,preentation",Luento45adjvertCL.pdf,1B3Td5L7B-mq60GHuvDH2kMpsA6eXxnfW,2,1B3Td5L7B-mq60GHuvDH2kMpsA6eXxnfW | 1B3Td5L7B-mq60GHuvDH2kMpsA6eXxnfW,Luento45adjvertCL.pdf | Luento45adjvertCL.pdfPDF,https://drive.google.com/file/d/1B3Td5L7B-mq60GHuvDH2kMpsA6eXxnfW/view?usp=drivesdk | https://drive.google.com/file/d/1B3Td5L7B-mq60GHuvDH2kMpsA6eXxnfW/view?usp=drivesdk,pdf | preentation
"luento46monpartkert class|pdf,preentation",Luento46monpartkert CLASS.pdf,1JmkCKY-TGpnz-7rxEbrSLCvgCXnwhiwB,2,1JmkCKY-TGpnz-7rxEbrSLCvgCXnwhiwB | 1JmkCKY-TGpnz-7rxEbrSLCvgCXnwhiwB,Luento46monpartkert CLASS.pdf | Luento46monpartkert CLASS.pdfPDF,https://drive.google.com/file/d/1JmkCKY-TGpnz-7rxEbrSLCvgCXnwhiwB/view?usp=drivesdk | https://drive.google.com/file/d/1JmkCKY-TGpnz-7rxEbrSLCvgCXnwhiwB/view?usp=drivesdk,pdf | preentation
"02a perhe - google docs|google doc?,pdf,preentation",02A. Perhe - Google Docs.pdf,1oowQMqgM0mPuhUoMWP50r4fl1-0Q5X7x,4,1oowQMqgM0mPuhUoMWP50r4fl1-0Q5X7x | 1oowQMqgM0mPuhUoMWP50r4fl1-0Q5X7x | 14EJGcafEbq87gpW1y00vJLiffJ0YMW0U | 14EJGcafEbq87gpW1y00vJLiffJ0YMW0U,02A. Perhe - Google Docs.pdf | 02A. Perhe - Google Docs.pdfPDF | 02A. Perhe - Google Docs.pdf | 02A. Perhe - Google Docs.pdfPDF,https://drive.google.com/file/d/1oowQMqgM0mPuhUoMWP50r4fl1-0Q5X7x/view?usp=drivesdk | https://drive.google.com/file/d/1oowQMqgM0mPuhUoMWP50r4fl1-0Q5X7x/view?usp=drivesdk | https://drive.google.com/file/d/14EJGcafEbq87gpW1y00vJLiffJ0YMW0U/view?usp=drivesdk | https://drive.google.com/file/d/14EJGcafEbq87gpW1y00vJLiffJ0YMW0U/view?usp=drivesdk,pdf | google doc? | preentation
"luento43lmuotoja|pdf,preentation",Luento43Lmuotoja.pdf,1ZyC48DcChmiN6fi4_KZjo_-bBRTvlwdW,2,1ZyC48DcChmiN6fi4_KZjo_-bBRTvlwdW | 1ZyC48DcChmiN6fi4_KZjo_-bBRTvlwdW,Luento43Lmuotoja.pdf | Luento43Lmuotoja.pdfPDF,https://drive.google.com/file/d/1ZyC48DcChmiN6fi4_KZjo_-bBRTvlwdW/view?usp=drivesdk | https://drive.google.com/file/d/1ZyC48DcChmiN6fi4_KZjo_-bBRTvlwdW/view?usp=drivesdk,pdf | preentation
"keneltä kenelle|pdf,preentation",keneltä kenelle.pdf,1yW47QEDW8Lx72J1s45PTQot4T_uj9Lhu,2,1yW47QEDW8Lx72J1s45PTQot4T_uj9Lhu | 1yW47QEDW8Lx72J1s45PTQot4T_uj9Lhu,keneltä kenelle.pdf | keneltä kenelle.pdfPDF,https://drive.google.com/file/d/1yW47QEDW8Lx72J1s45PTQot4T_uj9Lhu/view?usp=drivesdk | https://drive.google.com/file/d/1yW47QEDW8Lx72J1s45PTQot4T_uj9Lhu/view?usp=drivesdk,pdf | preentation
"l-muodot lumikot|preentation,video","L-muodot, lumikot.mp4",1TSUU78MRgvFE5G-7YIRvfhMrInDGxZND,2,1TSUU78MRgvFE5G-7YIRvfhMrInDGxZND | 1TSUU78MRgvFE5G-7YIRvfhMrInDGxZND,"L-muodot, lumikot.mp4 | L-muodot, lumikot.mp4Video",https://drive.google.com/file/d/1TSUU78MRgvFE5G-7YIRvfhMrInDGxZND/view?usp=drivesdk | https://drive.google.com/file/d/1TSUU78MRgvFE5G-7YIRvfhMrInDGxZND/view?usp=drivesdk,video | preentation
"luento38perfekti|pdf,preentation",Luento38perfekti.pdf,1DjO87MUqCTeK0tC0Fml2MgkUf8YfW3vH,2,1DjO87MUqCTeK0tC0Fml2MgkUf8YfW3vH | 1DjO87MUqCTeK0tC0Fml2MgkUf8YfW3vH,Luento38perfekti.pdf | Luento38perfekti.pdfPDF,https://drive.google.com/file/d/1DjO87MUqCTeK0tC0Fml2MgkUf8YfW3vH/view?usp=drivesdk | https://drive.google.com/file/d/1DjO87MUqCTeK0tC0Fml2MgkUf8YfW3vH/view?usp=drivesdk,pdf | preentation
"tehtävät 1|pdf,preentation",TEHTÄVÄT (1).pdf,1aNwbmYZBBmlZUv7Th3QgsmhE10aelcni,2,1aNwbmYZBBmlZUv7Th3QgsmhE10aelcni | 1aNwbmYZBBmlZUv7Th3QgsmhE10aelcni,TEHTÄVÄT (1).pdf | TEHTÄVÄT (1).pdfPDF,https://drive.google.com/file/d/1aNwbmYZBBmlZUv7Th3QgsmhE10aelcni/view?usp=drivesdk | https://drive.google.com/file/d/1aNwbmYZBBmlZUv7Th3QgsmhE10aelcni/view?usp=drivesdk,pdf | preentation
"perfekti lumikot|preentation,video","perfekti, lumikot.mp4",1w6IOIIOvByVF7TUtjdCtRmjLLJDptOP_,2,1w6IOIIOvByVF7TUtjdCtRmjLLJDptOP_ | 1w6IOIIOvByVF7TUtjdCtRmjLLJDptOP_,"perfekti, lumikot.mp4 | perfekti, lumikot.mp4Video",https://drive.google.com/file/d/1w6IOIIOvByVF7TUtjdCtRmjLLJDptOP_/view?usp=drivesdk | https://drive.google.com/file/d/1w6IOIIOvByVF7TUtjdCtRmjLLJDptOP_/view?usp=drivesdk,video | preentation
"päivitetty_ luento40halutavoidaosatapptx|pdf,preentation",Päivitetty_ Luento40halutavoidaosata.pptx.pdf,1HwXzSKkUSiWKDvByE3hQzqEIoafCTIu0,2,1HwXzSKkUSiWKDvByE3hQzqEIoafCTIu0 | 1HwXzSKkUSiWKDvByE3hQzqEIoafCTIu0,Päivitetty_ Luento40halutavoidaosata.pptx.pdf | Päivitetty_ Luento40halutavoidaosata.pptx.pdfPDF,https://drive.google.com/file/d/1HwXzSKkUSiWKDvByE3hQzqEIoafCTIu0/view?usp=drivesdk | https://drive.google.com/file/d/1HwXzSKkUSiWKDvByE3hQzqEIoafCTIu0/view?usp=drivesdk,pdf | preentation
"halutavoidaosata lumikot|preentation,video","haluta,voida,osata, lumikot.mp4",1Lr6xZC-CV5g9Ed86Lmd6fPAvf8vJR3qL,2,1Lr6xZC-CV5g9Ed86Lmd6fPAvf8vJR3qL | 1Lr6xZC-CV5g9Ed86Lmd6fPAvf8vJR3qL,"haluta,voida,osata, lumikot.mp4 | haluta,voida,osata, lumikot.mp4Video",https://drive.google.com/file/d/1Lr6xZC-CV5g9Ed86Lmd6fPAvf8vJR3qL/view?usp=drivesdk | https://drive.google.com/file/d/1Lr6xZC-CV5g9Ed86Lmd6fPAvf8vJR3qL/view?usp=drivesdk,video | preentation
"työtä ja juhlaa lumikot|preentation,video","työtä ja juhlaa, lumikot.mp4",1XHr-7tiSy4MwOk6b31MAhgtlKwTHcA5Y,2,1XHr-7tiSy4MwOk6b31MAhgtlKwTHcA5Y | 1XHr-7tiSy4MwOk6b31MAhgtlKwTHcA5Y,"työtä ja juhlaa, lumikot.mp4 | työtä ja juhlaa, lumikot.mp4Video",https://drive.google.com/file/d/1XHr-7tiSy4MwOk6b31MAhgtlKwTHcA5Y/view?usp=drivesdk | https://drive.google.com/file/d/1XHr-7tiSy4MwOk6b31MAhgtlKwTHcA5Y/view?usp=drivesdk,video | preentation
"viikko 14_ työtä ja juhlaa ja passiivia - google docs|google doc?,pdf,preentation",Viikko 14_ Työtä ja juhlaa ja passiivia - Google Docs.pdf,1xqUbT-nmNBmxhwf0TXcuV20twVlhVgQh,2,1xqUbT-nmNBmxhwf0TXcuV20twVlhVgQh | 1xqUbT-nmNBmxhwf0TXcuV20twVlhVgQh,Viikko 14_ Työtä ja juhlaa ja passiivia - Google Docs.pdf | Viikko 14_ Työtä ja juhlaa ja passiivia - Google Docs.pdfPDF,https://drive.google.com/file/d/1xqUbT-nmNBmxhwf0TXcuV20twVlhVgQh/view?usp=drivesdk | https://drive.google.com/file/d/1xqUbT-nmNBmxhwf0TXcuV20twVlhVgQh/view?usp=drivesdk,pdf | google doc? | preentation
"päivitetty_ luento40halutavoidaosataclasspptx|pdf,preentation",Päivitetty_ Luento40halutavoidaosataCLASS.pptx.pdf,1wI01yBISkTqJMzIHt3HZjNp-t61FFm0z,2,1wI01yBISkTqJMzIHt3HZjNp-t61FFm0z | 1wI01yBISkTqJMzIHt3HZjNp-t61FFm0z,Päivitetty_ Luento40halutavoidaosataCLASS.pptx.pdf | Päivitetty_ Luento40halutavoidaosataCLASS.pptx.pdfPDF,https://drive.google.com/file/d/1wI01yBISkTqJMzIHt3HZjNp-t61FFm0z/view?usp=drivesdk | https://drive.google.com/file/d/1wI01yBISkTqJMzIHt3HZjNp-t61FFm0z/view?usp=drivesdk,pdf | preentation
"luento38perfekticlass|pdf,preentation",Luento38perfektiCLASS.pdf,17FfNR0l4JDT_5sqk8b5aMtIHpMlRXFMN,2,17FfNR0l4JDT_5sqk8b5aMtIHpMlRXFMN | 17FfNR0l4JDT_5sqk8b5aMtIHpMlRXFMN,Luento38perfektiCLASS.pdf | Luento38perfektiCLASS.pdfPDF,https://drive.google.com/file/d/17FfNR0l4JDT_5sqk8b5aMtIHpMlRXFMN/view?usp=drivesdk | https://drive.google.com/file/d/17FfNR0l4JDT_5sqk8b5aMtIHpMlRXFMN/view?usp=drivesdk,pdf | preentation
"luento43lmuotojaclass 1|pdf,preentation",Luento43LmuotojaCLASS (1).pdf,1XysEELapcBfvCP3q36Bwvq6MTc5CwiCp,2,1XysEELapcBfvCP3q36Bwvq6MTc5CwiCp | 1XysEELapcBfvCP3q36Bwvq6MTc5CwiCp,Luento43LmuotojaCLASS (1).pdf | Luento43LmuotojaCLASS (1).pdfPDF,https://drive.google.com/file/d/1XysEELapcBfvCP3q36Bwvq6MTc5CwiCp/view?usp=drivesdk | https://drive.google.com/file/d/1XysEELapcBfvCP3q36Bwvq6MTc5CwiCp/view?usp=drivesdk,pdf | preentation
"01 minä - google docs|google doc?,pdf,preentation",01 Minä - Google Docs.pdf,1iE6RfLtE93FGiMNCRRugCX21EBqffa60,2,1iE6RfLtE93FGiMNCRRugCX21EBqffa60 | 1iE6RfLtE93FGiMNCRRugCX21EBqffa60,01 Minä - Google Docs.pdf | 01 Minä - Google Docs.pdfPDF,https://drive.google.com/file/d/1iE6RfLtE93FGiMNCRRugCX21EBqffa60/view?usp=drivesdk | https://drive.google.com/file/d/1iE6RfLtE93FGiMNCRRugCX21EBqffa60/view?usp=drivesdk,pdf | google doc? | preentation
"luento39letspassiiviclass|pdf,preentation",Luento39LetspassiiviCLASS.pdf,1Kqo7Dki7vJvhF3NcsX3hOZKN5lCaRm5s,4,1Kqo7Dki7vJvhF3NcsX3hOZKN5lCaRm5s | 1Kqo7Dki7vJvhF3NcsX3hOZKN5lCaRm5s | 1Jrv3DftVbZG17E0vMKfvxFBygBmFjGX2 | 1Jrv3DftVbZG17E0vMKfvxFBygBmFjGX2,Luento39LetspassiiviCLASS.pdf | Luento39LetspassiiviCLASS.pdfPDF | Luento39LetspassiiviCLASS.pdf | Luento39LetspassiiviCLASS.pdfPDF,https://drive.google.com/file/d/1Kqo7Dki7vJvhF3NcsX3hOZKN5lCaRm5s/view?usp=drivesdk | https://drive.google.com/file/d/1Kqo7Dki7vJvhF3NcsX3hOZKN5lCaRm5s/view?usp=drivesdk | https://drive.google.com/file/d/1Jrv3DftVbZG17E0vMKfvxFBygBmFjGX2/view?usp=drivesdk | https://drive.google.com/file/d/1Jrv3DftVbZG17E0vMKfvxFBygBmFjGX2/view?usp=drivesdk,pdf | preentation
"etsi tekstistä passiivit|pdf,preentation",Etsi tekstistä passiivit.pdf,1IL_AV64_MNLdKh6RjXmoHF4s1BzXKVDQ,2,1IL_AV64_MNLdKh6RjXmoHF4s1BzXKVDQ | 1IL_AV64_MNLdKh6RjXmoHF4s1BzXKVDQ,Etsi tekstistä passiivit.pdf | Etsi tekstistä passiivit.pdfPDF,https://drive.google.com/file/d/1IL_AV64_MNLdKh6RjXmoHF4s1BzXKVDQ/view?usp=drivesdk | https://drive.google.com/file/d/1IL_AV64_MNLdKh6RjXmoHF4s1BzXKVDQ/view?usp=drivesdk,pdf | preentation
"ehdotuspassiivi lumikot|preentation,video","ehdotuspassiivi, lumikot.mp4",1u8iFGY3OZGnG5fJopWSzsIdqBZxkZfzY,2,1u8iFGY3OZGnG5fJopWSzsIdqBZxkZfzY | 1u8iFGY3OZGnG5fJopWSzsIdqBZxkZfzY,"ehdotuspassiivi, lumikot.mp4 | ehdotuspassiivi, lumikot.mp4Video",https://drive.google.com/file/d/1u8iFGY3OZGnG5fJopWSzsIdqBZxkZfzY/view?usp=drivesdk | https://drive.google.com/file/d/1u8iFGY3OZGnG5fJopWSzsIdqBZxkZfzY/view?usp=drivesdk,video | preentation
"terveystarkastus lumikot|preentation,video","terveystarkastus, lumikot.mp4",1Z3ZcXcUj2CFSKYTpzH4iLreYS_Qt6dKn,2,1Z3ZcXcUj2CFSKYTpzH4iLreYS_Qt6dKn | 1Z3ZcXcUj2CFSKYTpzH4iLreYS_Qt6dKn,"terveystarkastus, lumikot.mp4 | terveystarkastus, lumikot.mp4Video",https://drive.google.com/file/d/1Z3ZcXcUj2CFSKYTpzH4iLreYS_Qt6dKn/view?usp=drivesdk | https://drive.google.com/file/d/1Z3ZcXcUj2CFSKYTpzH4iLreYS_Qt6dKn/view?usp=drivesdk,video | preentation
"luento37järjestys|pdf,preentation",Luento37järjestys.pdf,1-U8xY3M9drRFf6RZVxWq382E930brDVs,2,1-U8xY3M9drRFf6RZVxWq382E930brDVs | 1-U8xY3M9drRFf6RZVxWq382E930brDVs,Luento37järjestys.pdf | Luento37järjestys.pdfPDF,https://drive.google.com/file/d/1-U8xY3M9drRFf6RZVxWq382E930brDVs/view?usp=drivesdk | https://drive.google.com/file/d/1-U8xY3M9drRFf6RZVxWq382E930brDVs/view?usp=drivesdk,pdf | preentation
"päivämäärä ja milloin lumikot|preentation,video",Päivämäärä ja milloin Lumikot.mp4,1D7-f20eqOxs-tSausoRNStj2da-98oXV,2,1D7-f20eqOxs-tSausoRNStj2da-98oXV | 1D7-f20eqOxs-tSausoRNStj2da-98oXV,Päivämäärä ja milloin Lumikot.mp4 | Päivämäärä ja milloin Lumikot.mp4Video,https://drive.google.com/file/d/1D7-f20eqOxs-tSausoRNStj2da-98oXV/view?usp=drivesdk | https://drive.google.com/file/d/1D7-f20eqOxs-tSausoRNStj2da-98oXV/view?usp=drivesdk,video | preentation
"luento37järjestys ja aika class|pdf,preentation",Luento37järjestys ja aika CLASS .pdf,1QwCwQBoRF8gXUA9LA14KimbSGCwtx1sF,2,1QwCwQBoRF8gXUA9LA14KimbSGCwtx1sF | 1QwCwQBoRF8gXUA9LA14KimbSGCwtx1sF,Luento37järjestys ja aika CLASS .pdf | Luento37järjestys ja aika CLASS .pdfPDF,https://drive.google.com/file/d/1QwCwQBoRF8gXUA9LA14KimbSGCwtx1sF/view?usp=drivesdk | https://drive.google.com/file/d/1QwCwQBoRF8gXUA9LA14KimbSGCwtx1sF/view?usp=drivesdk,pdf | preentation
"viikko 13_ terveystarkastus - google docs|google doc?,pdf,preentation",Viikko 13_ Terveystarkastus - Google Docs.pdf,1QqB4d0zfA4_r7BPDKnnyAZJJ2NPWlqXn,2,1QqB4d0zfA4_r7BPDKnnyAZJJ2NPWlqXn | 1QqB4d0zfA4_r7BPDKnnyAZJJ2NPWlqXn,Viikko 13_ Terveystarkastus - Google Docs.pdf | Viikko 13_ Terveystarkastus - Google Docs.pdfPDF,https://drive.google.com/file/d/1QqB4d0zfA4_r7BPDKnnyAZJJ2NPWlqXn/view?usp=drivesdk | https://drive.google.com/file/d/1QqB4d0zfA4_r7BPDKnnyAZJJ2NPWlqXn/view?usp=drivesdk,pdf | google doc? | preentation
"05b luonne - google docs|google doc?,pdf,preentation",05B Luonne - Google Docs.pdf,16fwm9xa1zyamLSqYE_ekfXlRrulYm7Am,2,16fwm9xa1zyamLSqYE_ekfXlRrulYm7Am | 16fwm9xa1zyamLSqYE_ekfXlRrulYm7Am,05B Luonne - Google Docs.pdf | 05B Luonne - Google Docs.pdfPDF,https://drive.google.com/file/d/16fwm9xa1zyamLSqYE_ekfXlRrulYm7Am/view?usp=drivesdk | https://drive.google.com/file/d/16fwm9xa1zyamLSqYE_ekfXlRrulYm7Am/view?usp=drivesdk,pdf | google doc? | preentation
"kertausta testiin lumikot|preentation,video","kertausta testiin, lumikot.mp4",1JcRTky_McvxNJvIDVYzV8O_2gWeo1dsT,2,1JcRTky_McvxNJvIDVYzV8O_2gWeo1dsT | 1JcRTky_McvxNJvIDVYzV8O_2gWeo1dsT,"kertausta testiin, lumikot.mp4 | kertausta testiin, lumikot.mp4Video",https://drive.google.com/file/d/1JcRTky_McvxNJvIDVYzV8O_2gWeo1dsT/view?usp=drivesdk | https://drive.google.com/file/d/1JcRTky_McvxNJvIDVYzV8O_2gWeo1dsT/view?usp=drivesdk,video | preentation
"kertaus lumikot|preentation,video","kertaus, lumikot.mp4",1CQo7f_-Jj4Sbf8De9IGbY9PyYdK7NwEk,2,1CQo7f_-Jj4Sbf8De9IGbY9PyYdK7NwEk | 1CQo7f_-Jj4Sbf8De9IGbY9PyYdK7NwEk,"kertaus, lumikot.mp4 | kertaus, lumikot.mp4Video",https://drive.google.com/file/d/1CQo7f_-Jj4Sbf8De9IGbY9PyYdK7NwEk/view?usp=drivesdk | https://drive.google.com/file/d/1CQo7f_-Jj4Sbf8De9IGbY9PyYdK7NwEk/view?usp=drivesdk,video | preentation
"yövuorossa sanasto|pdf,preentation",yövuorossa SANASTO.pdf,1ZHa3H7ttIKNJb02CEqrwaTZBSM_CxxdX,2,1ZHa3H7ttIKNJb02CEqrwaTZBSM_CxxdX | 1ZHa3H7ttIKNJb02CEqrwaTZBSM_CxxdX,yövuorossa SANASTO.pdf | yövuorossa SANASTO.pdfPDF,https://drive.google.com/file/d/1ZHa3H7ttIKNJb02CEqrwaTZBSM_CxxdX/view?usp=drivesdk | https://drive.google.com/file/d/1ZHa3H7ttIKNJb02CEqrwaTZBSM_CxxdX/view?usp=drivesdk,pdf | preentation
"yövuorossa teksti ja kysymykset|pdf,preentation",yövuorossa TEKSTI JA KYSYMYKSET.pdf,1ifaG2s74sbMDYr4rEQXtbu6iHkRufafn,2,1ifaG2s74sbMDYr4rEQXtbu6iHkRufafn | 1ifaG2s74sbMDYr4rEQXtbu6iHkRufafn,yövuorossa TEKSTI JA KYSYMYKSET.pdf | yövuorossa TEKSTI JA KYSYMYKSET.pdfPDF,https://drive.google.com/file/d/1ifaG2s74sbMDYr4rEQXtbu6iHkRufafn/view?usp=drivesdk | https://drive.google.com/file/d/1ifaG2s74sbMDYr4rEQXtbu6iHkRufafn/view?usp=drivesdk,pdf | preentation
"kirjoitus sairaalahuone|pdf,preentation",KIRJOITUS Sairaalahuone.pdf,1clYVNzbSvo_E8aUx45eB9X9PRBn38Yrh,2,1clYVNzbSvo_E8aUx45eB9X9PRBn38Yrh | 1clYVNzbSvo_E8aUx45eB9X9PRBn38Yrh,KIRJOITUS Sairaalahuone.pdf | KIRJOITUS Sairaalahuone.pdfPDF,https://drive.google.com/file/d/1clYVNzbSvo_E8aUx45eB9X9PRBn38Yrh/view?usp=drivesdk | https://drive.google.com/file/d/1clYVNzbSvo_E8aUx45eB9X9PRBn38Yrh/view?usp=drivesdk,pdf | preentation
"lumikot lukee ja kirjoittaa|preentation,video",Lumikot lukee ja kirjoittaa.mp4,1VF261L_H-c3WDAkFog9hm1xX1NqE62mp,2,1VF261L_H-c3WDAkFog9hm1xX1NqE62mp | 1VF261L_H-c3WDAkFog9hm1xX1NqE62mp,Lumikot lukee ja kirjoittaa.mp4 | Lumikot lukee ja kirjoittaa.mp4Video,https://drive.google.com/file/d/1VF261L_H-c3WDAkFog9hm1xX1NqE62mp/view?usp=drivesdk | https://drive.google.com/file/d/1VF261L_H-c3WDAkFog9hm1xX1NqE62mp/view?usp=drivesdk,video | preentation
"lue yövuorossa sanasto|pdf,preentation",Lue yövuorossa SANASTO.pdf,1AkujqWqjVQ0VIEbdp2_aoN_GZqlq8FgV,4,1AkujqWqjVQ0VIEbdp2_aoN_GZqlq8FgV | 1AkujqWqjVQ0VIEbdp2_aoN_GZqlq8FgV | 1lC5S9v898Dr3GHsIw9U0JfVavZiON20V | 1lC5S9v898Dr3GHsIw9U0JfVavZiON20V,Lue yövuorossa SANASTO.pdf | Lue yövuorossa SANASTO.pdfPDF | Lue yövuorossa SANASTO.pdf | Lue yövuorossa SANASTO.pdfPDF,https://drive.google.com/file/d/1AkujqWqjVQ0VIEbdp2_aoN_GZqlq8FgV/view?usp=drivesdk | https://drive.google.com/file/d/1AkujqWqjVQ0VIEbdp2_aoN_GZqlq8FgV/view?usp=drivesdk | https://drive.google.com/file/d/1lC5S9v898Dr3GHsIw9U0JfVavZiON20V/view?usp=drivesdk | https://drive.google.com/file/d/1lC5S9v898Dr3GHsIw9U0JfVavZiON20V/view?usp=drivesdk,pdf | preentation
"viikko 12 kertaus|pdf,preentation",viikko 12 kertaus.pdf,1JRV-uccmeBgcmf7T-U1OzEy3e9JiCJLF,6,1JRV-uccmeBgcmf7T-U1OzEy3e9JiCJLF | 1JRV-uccmeBgcmf7T-U1OzEy3e9JiCJLF | 1y36ytrCXBD4oTgJg4jraIX94GxzXySLA | 1y36ytrCXBD4oTgJg4jraIX94GxzXySLA | 1oJsZKcNRZzYdMspkIeIiMcw2IPQGuGgI | 1oJsZKcNRZzYdMspkIeIiMcw2IPQGuGgI,viikko 12 kertaus.pdf | viikko 12 kertaus.pdfPDF | viikko 12 kertaus.pdf | viikko 12 kertaus.pdfPDF | viikko 12 kertaus.pdf | viikko 12 kertaus.pdfPDF,https://drive.google.com/file/d/1JRV-uccmeBgcmf7T-U1OzEy3e9JiCJLF/view?usp=drivesdk | https://drive.google.com/file/d/1JRV-uccmeBgcmf7T-U1OzEy3e9JiCJLF/view?usp=drivesdk | https://drive.google.com/file/d/1y36ytrCXBD4oTgJg4jraIX94GxzXySLA/view?usp=drivesdk | https://drive.google.com/file/d/1y36ytrCXBD4oTgJg4jraIX94GxzXySLA/view?usp=drivesdk | https://drive.google.com/file/d/1oJsZKcNRZzYdMspkIeIiMcw2IPQGuGgI/view?usp=drivesdk | https://drive.google.com/file/d/1oJsZKcNRZzYdMspkIeIiMcw2IPQGuGgI/view?usp=drivesdk,pdf | preentation
"05a terveys ja sairaus - google docs|google doc?,pdf,preentation",05A Terveys ja sairaus - Google Docs.pdf,18Sj5QHmINVaRpgS3kn5RaO-2Fg2GQ3M8,2,18Sj5QHmINVaRpgS3kn5RaO-2Fg2GQ3M8 | 18Sj5QHmINVaRpgS3kn5RaO-2Fg2GQ3M8,05A Terveys ja sairaus - Google Docs.pdf | 05A Terveys ja sairaus - Google Docs.pdfPDF,https://drive.google.com/file/d/18Sj5QHmINVaRpgS3kn5RaO-2Fg2GQ3M8/view?usp=drivesdk | https://drive.google.com/file/d/18Sj5QHmINVaRpgS3kn5RaO-2Fg2GQ3M8/view?usp=drivesdk,pdf | google doc? | preentation
"luetaan kuunnellaan ja kirjoitetaan lumikot|document,google doc?,preentation","Luetaan, kuunnellaan ja kirjoitetaan, lumikot",1V4Gvp-OJDObvqaOh45WxPgPeOAxIB6ckp_DGjWaTpu0,3,1V4Gvp-OJDObvqaOh45WxPgPeOAxIB6ckp_DGjWaTpu0 | 1V4Gvp-OJDObvqaOh45WxPgPeOAxIB6ckp_DGjWaTpu0 | 1V4Gvp-OJDObvqaOh45WxPgPeOAxIB6ckp_DGjWaTpu0,"Luetaan, kuunnellaan ja kirjoitetaan, lumikot | Luetaan, kuunnellaan ja kirjoitetaan, lumikot | Luetaan, kuunnellaan ja kirjoitetaan, lumikot",https://docs.google.com/document/d/1V4Gvp-OJDObvqaOh45WxPgPeOAxIB6ckp_DGjWaTpu0/edit?usp=drivesdk | https://docs.google.com/document/d/1V4Gvp-OJDObvqaOh45WxPgPeOAxIB6ckp_DGjWaTpu0/edit?usp=drivesdk | https://docs.google.com/document/d/1V4Gvp-OJDObvqaOh45WxPgPeOAxIB6ckp_DGjWaTpu0/edit?usp=drivesdk,google doc? | preentation | document
"luetaan kuunnellaan ja kirjoitetaan lumikot|document,google doc?,google docs,preentation","Luetaan, kuunnellaan ja kirjoitetaan, lumikot",1V4Gvp-OJDObvqaOh45WxPgPeOAxIB6ckp_DGjWaTpu0,3,1V4Gvp-OJDObvqaOh45WxPgPeOAxIB6ckp_DGjWaTpu0 | 1V4Gvp-OJDObvqaOh45WxPgPeOAxIB6ckp_DGjWaTpu0 | 1V4Gvp-OJDObvqaOh45WxPgPeOAxIB6ckp_DGjWaTpu0,"Luetaan, kuunnellaan ja kirjoitetaan, lumikotGoogle Docs | Luetaan, kuunnellaan ja kirjoitetaan, lumikotGoogle Docs | Luetaan, kuunnellaan ja kirjoitetaan, lumikotGoogle Docs",https://docs.google.com/document/d/1V4Gvp-OJDObvqaOh45WxPgPeOAxIB6ckp_DGjWaTpu0/edit?usp=drivesdk | https://docs.google.com/document/d/1V4Gvp-OJDObvqaOh45WxPgPeOAxIB6ckp_DGjWaTpu0/edit?usp=drivesdk | https://docs.google.com/document/d/1V4Gvp-OJDObvqaOh45WxPgPeOAxIB6ckp_DGjWaTpu0/edit?usp=drivesdk,google docs | google doc? | preentation | document
