content_signature,canonical_name,selected_file_id,duplicate_count,all_file_ids,original_names,original_urls,file_types
"video1194554313|preentation,video",video1194554313.mp4,18qpEcUkt0SBTgTergcALrjjOHqZ-hIM-,2,18qpEcUkt0SBTgTergcALrjjOHqZ-hIM- | 18qpEcUkt0SBTgTergcALrjjOHqZ-hIM-,video1194554313.mp4 | video1194554313.mp4Video,https://drive.google.com/file/d/18qpEcUkt0SBTgTergcALrjjOHqZ-hIM-/view?usp=drivesdk | https://drive.google.com/file/d/18qpEcUkt0SBTgTergcALrjjOHqZ-hIM-/view?usp=drivesdk,video | preentation
"luennot vapaa-aika cl|pdf,preentation",Luennot Vapaa-aika CL.pdf,1dvm6doDXXdV1HxMYb2fOeIWS5RdzuYuI,4,1dvm6doDXXdV1HxMYb2fOeIWS5RdzuYuI | 1dvm6doDXXdV1HxMYb2fOeIWS5RdzuYuI | 1sOK5GKB_cpjNB2K42J6idy66_XLGNpZT | 1sOK5GKB_cpjNB2K42J6idy66_XLGNpZT,Luennot Vapaa-aika CL.pdf | Luennot Vapaa-aika CL.pdfPDF | Luennot Vapaa-aika CL.pdf | Luennot Vapaa-aika CL.pdfPDF,https://drive.google.com/file/d/1dvm6doDXXdV1HxMYb2fOeIWS5RdzuYuI/view?usp=drivesdk | https://drive.google.com/file/d/1dvm6doDXXdV1HxMYb2fOeIWS5RdzuYuI/view?usp=drivesdk | https://drive.google.com/file/d/1sOK5GKB_cpjNB2K42J6idy66_XLGNpZT/view?usp=drivesdk | https://drive.google.com/file/d/1sOK5GKB_cpjNB2K42J6idy66_XLGNpZT/view?usp=drivesdk,pdf | preentation
"19_ luonto terveys - google docs|google doc?,pdf,preentation",19_ Luonto + terveys - Google Docs.pdf,1RG_CtKUwaL7YAqod44dLSBSVVZPbEPbr,2,1RG_CtKUwaL7YAqod44dLSBSVVZPbEPbr | 1RG_CtKUwaL7YAqod44dLSBSVVZPbEPbr,19_ Luonto + terveys - Google Docs.pdf | 19_ Luonto + terveys - Google Docs.pdfPDF,https://drive.google.com/file/d/1RG_CtKUwaL7YAqod44dLSBSVVZPbEPbr/view?usp=drivesdk | https://drive.google.com/file/d/1RG_CtKUwaL7YAqod44dLSBSVVZPbEPbr/view?usp=drivesdk,pdf | google doc? | preentation
"luonto ja ympäristö yhdistetty|pdf,preentation",Luonto ja ympäristö yhdistetty.pdf,1wR_YDHk4NkWHlS6zlqoeQq4oVDTMxRiU,2,1wR_YDHk4NkWHlS6zlqoeQq4oVDTMxRiU | 1wR_YDHk4NkWHlS6zlqoeQq4oVDTMxRiU,Luonto ja ympäristö yhdistetty.pdf | Luonto ja ympäristö yhdistetty.pdfPDF,https://drive.google.com/file/d/1wR_YDHk4NkWHlS6zlqoeQq4oVDTMxRiU/view?usp=drivesdk | https://drive.google.com/file/d/1wR_YDHk4NkWHlS6zlqoeQq4oVDTMxRiU/view?usp=drivesdk,pdf | preentation
"luentodiat terveys class 1|pdf,preentation",LUENTODIAT Terveys CLASS (1).pdf,1ptMPZATd2_ZtxmwVD4m3SQZmGxnbaXrU,2,1ptMPZATd2_ZtxmwVD4m3SQZmGxnbaXrU | 1ptMPZATd2_ZtxmwVD4m3SQZmGxnbaXrU,LUENTODIAT Terveys CLASS (1).pdf | LUENTODIAT Terveys CLASS (1).pdfPDF,https://drive.google.com/file/d/1ptMPZATd2_ZtxmwVD4m3SQZmGxnbaXrU/view?usp=drivesdk | https://drive.google.com/file/d/1ptMPZATd2_ZtxmwVD4m3SQZmGxnbaXrU/view?usp=drivesdk,pdf | preentation
"luento58vapaa-aika1 ope|pdf,preentation",Luento58vapaa-aika1 Ope.pdf,1oul61lioapVopsYU-3sNpKyYulVkkCsl,2,1oul61lioapVopsYU-3sNpKyYulVkkCsl | 1oul61lioapVopsYU-3sNpKyYulVkkCsl,Luento58vapaa-aika1 Ope.pdf | Luento58vapaa-aika1 Ope.pdfPDF,https://drive.google.com/file/d/1oul61lioapVopsYU-3sNpKyYulVkkCsl/view?usp=drivesdk | https://drive.google.com/file/d/1oul61lioapVopsYU-3sNpKyYulVkkCsl/view?usp=drivesdk,pdf | preentation
"vapaa-aika|pdf,preentation",vapaa-aika.pdf,1jFgi7kNbUc3aUEFmXIdDi7C8lSFprkiM,2,1jFgi7kNbUc3aUEFmXIdDi7C8lSFprkiM | 1jFgi7kNbUc3aUEFmXIdDi7C8lSFprkiM,vapaa-aika.pdf | vapaa-aika.pdfPDF,https://drive.google.com/file/d/1jFgi7kNbUc3aUEFmXIdDi7C8lSFprkiM/view?usp=drivesdk | https://drive.google.com/file/d/1jFgi7kNbUc3aUEFmXIdDi7C8lSFprkiM/view?usp=drivesdk,pdf | preentation
"harrastukset lumikot|preentation,video","harrastukset, lumikot.mp4",11yI1GkXHxBZn2Al_bcmCi2FkT3twx44C,2,11yI1GkXHxBZn2Al_bcmCi2FkT3twx44C | 11yI1GkXHxBZn2Al_bcmCi2FkT3twx44C,"harrastukset, lumikot.mp4 | harrastukset, lumikot.mp4Video",https://drive.google.com/file/d/11yI1GkXHxBZn2Al_bcmCi2FkT3twx44C/view?usp=drivesdk | https://drive.google.com/file/d/11yI1GkXHxBZn2Al_bcmCi2FkT3twx44C/view?usp=drivesdk,video | preentation
"l57 arki 2_ ravintolassa ope|pdf,preentation",L57 Arki 2_ ravintolassa Ope.pdf,1i8kAgpfr51i_uZN_LAnLDPfDWJNy5b-X,2,1i8kAgpfr51i_uZN_LAnLDPfDWJNy5b-X | 1i8kAgpfr51i_uZN_LAnLDPfDWJNy5b-X,L57 Arki 2_ ravintolassa Ope.pdf | L57 Arki 2_ ravintolassa Ope.pdfPDF,https://drive.google.com/file/d/1i8kAgpfr51i_uZN_LAnLDPfDWJNy5b-X/view?usp=drivesdk | https://drive.google.com/file/d/1i8kAgpfr51i_uZN_LAnLDPfDWJNy5b-X/view?usp=drivesdk,pdf | preentation
"l57 kuunteluiden kysymykset|pdf,preentation",L57 kuunteluiden kysymykset.pdf,1Jme5-x-khCEb3T5kpaAlgHxQzLwrRdJ7,2,1Jme5-x-khCEb3T5kpaAlgHxQzLwrRdJ7 | 1Jme5-x-khCEb3T5kpaAlgHxQzLwrRdJ7,L57 kuunteluiden kysymykset.pdf | L57 kuunteluiden kysymykset.pdfPDF,https://drive.google.com/file/d/1Jme5-x-khCEb3T5kpaAlgHxQzLwrRdJ7/view?usp=drivesdk | https://drive.google.com/file/d/1Jme5-x-khCEb3T5kpaAlgHxQzLwrRdJ7/view?usp=drivesdk,pdf | preentation
"l57 open esimerkki|pdf,preentation",L57 open esimerkki.pdf,11F56uHAdPTt2-VAKom6pVbP5wULOI1q6,2,11F56uHAdPTt2-VAKom6pVbP5wULOI1q6 | 11F56uHAdPTt2-VAKom6pVbP5wULOI1q6,L57 open esimerkki.pdf | L57 open esimerkki.pdfPDF,https://drive.google.com/file/d/11F56uHAdPTt2-VAKom6pVbP5wULOI1q6/view?usp=drivesdk | https://drive.google.com/file/d/11F56uHAdPTt2-VAKom6pVbP5wULOI1q6/view?usp=drivesdk,pdf | preentation
"l57 ruokalistat|pdf,preentation",L57 ruokalistat.pdf,1KwB4xJy9KRs4m1BLb3ZBTZruY7tgb-TZ,2,1KwB4xJy9KRs4m1BLb3ZBTZruY7tgb-TZ | 1KwB4xJy9KRs4m1BLb3ZBTZruY7tgb-TZ,L57 ruokalistat.pdf | L57 ruokalistat.pdfPDF,https://drive.google.com/file/d/1KwB4xJy9KRs4m1BLb3ZBTZruY7tgb-TZ/view?usp=drivesdk | https://drive.google.com/file/d/1KwB4xJy9KRs4m1BLb3ZBTZruY7tgb-TZ/view?usp=drivesdk,pdf | preentation
"l56 arki 1_ kaupassa ope|pdf,preentation",L56 Arki 1_ Kaupassa OPE.pdf,1zkRCKeUJa8p-2EpNDe4kb0fyyrcYO8c2,2,1zkRCKeUJa8p-2EpNDe4kb0fyyrcYO8c2 | 1zkRCKeUJa8p-2EpNDe4kb0fyyrcYO8c2,L56 Arki 1_ Kaupassa OPE.pdf | L56 Arki 1_ Kaupassa OPE.pdfPDF,https://drive.google.com/file/d/1zkRCKeUJa8p-2EpNDe4kb0fyyrcYO8c2/view?usp=drivesdk | https://drive.google.com/file/d/1zkRCKeUJa8p-2EpNDe4kb0fyyrcYO8c2/view?usp=drivesdk,pdf | preentation
"l56 imperatiivista konditionaali|pdf,preentation",L56 Imperatiivista konditionaali.pdf,1DuRwAq7F2TCTVDeDfTXnwh0w3mc4CZuN,2,1DuRwAq7F2TCTVDeDfTXnwh0w3mc4CZuN | 1DuRwAq7F2TCTVDeDfTXnwh0w3mc4CZuN,L56 Imperatiivista konditionaali.pdf | L56 Imperatiivista konditionaali.pdfPDF,https://drive.google.com/file/d/1DuRwAq7F2TCTVDeDfTXnwh0w3mc4CZuN/view?usp=drivesdk | https://drive.google.com/file/d/1DuRwAq7F2TCTVDeDfTXnwh0w3mc4CZuN/view?usp=drivesdk,pdf | preentation
"l56 mainoksia|pdf,preentation",L56 mainoksia.pdf,13YJScYear7z5Ac5R_yPnoa_TZXR5stPY,2,13YJScYear7z5Ac5R_yPnoa_TZXR5stPY | 13YJScYear7z5Ac5R_yPnoa_TZXR5stPY,L56 mainoksia.pdf | L56 mainoksia.pdfPDF,https://drive.google.com/file/d/13YJScYear7z5Ac5R_yPnoa_TZXR5stPY/view?usp=drivesdk | https://drive.google.com/file/d/13YJScYear7z5Ac5R_yPnoa_TZXR5stPY/view?usp=drivesdk,pdf | preentation
"l56 ruokakaupassa kysymukset|pdf,preentation",L56 Ruokakaupassa kysymukset.pdf,13wJErf4WxUWmJA5Mt1Hohe7IrUYYYnva,2,13wJErf4WxUWmJA5Mt1Hohe7IrUYYYnva | 13wJErf4WxUWmJA5Mt1Hohe7IrUYYYnva,L56 Ruokakaupassa kysymukset.pdf | L56 Ruokakaupassa kysymukset.pdfPDF,https://drive.google.com/file/d/13wJErf4WxUWmJA5Mt1Hohe7IrUYYYnva/view?usp=drivesdk | https://drive.google.com/file/d/13wJErf4WxUWmJA5Mt1Hohe7IrUYYYnva/view?usp=drivesdk,pdf | preentation
"spoken m5 eka ihminen ja vapaa-aika - google docs|google doc?,pdf,preentation",Spoken (M5 eka) Ihminen ja vapaa-aika - Google Docs.pdf,1snDYdvvN0-B0OTLo1Anl1djlV30OWCW9,2,1snDYdvvN0-B0OTLo1Anl1djlV30OWCW9 | 1snDYdvvN0-B0OTLo1Anl1djlV30OWCW9,Spoken (M5 eka) Ihminen ja vapaa-aika - Google Docs.pdf | Spoken (M5 eka) Ihminen ja vapaa-aika - Google Docs.pdfPDF,https://drive.google.com/file/d/1snDYdvvN0-B0OTLo1Anl1djlV30OWCW9/view?usp=drivesdk | https://drive.google.com/file/d/1snDYdvvN0-B0OTLo1Anl1djlV30OWCW9/view?usp=drivesdk,pdf | google doc? | preentation
"arki ja asiointi kaupassa ja ravintolassa class|pdf,preentation",Arki ja asiointi (Kaupassa ja ravintolassa) CLASS.pdf,1dgjqDIihXUbGXveYOUeNrCX5psDx_BlR,2,1dgjqDIihXUbGXveYOUeNrCX5psDx_BlR | 1dgjqDIihXUbGXveYOUeNrCX5psDx_BlR,Arki ja asiointi (Kaupassa ja ravintolassa) CLASS.pdf | Arki ja asiointi (Kaupassa ja ravintolassa) CLASS.pdfPDF,https://drive.google.com/file/d/1dgjqDIihXUbGXveYOUeNrCX5psDx_BlR/view?usp=drivesdk | https://drive.google.com/file/d/1dgjqDIihXUbGXveYOUeNrCX5psDx_BlR/view?usp=drivesdk,pdf | preentation
"a2 02 perhe|pdf,preentation",A2 02 Perhe.pdf,10UenJLZ6_7MoFyLgjusJenSm1dZ25pHG,2,10UenJLZ6_7MoFyLgjusJenSm1dZ25pHG | 10UenJLZ6_7MoFyLgjusJenSm1dZ25pHG,A2 02 Perhe.pdf | A2 02 Perhe.pdfPDF,https://drive.google.com/file/d/10UenJLZ6_7MoFyLgjusJenSm1dZ25pHG/view?usp=drivesdk | https://drive.google.com/file/d/10UenJLZ6_7MoFyLgjusJenSm1dZ25pHG/view?usp=drivesdk,pdf | preentation
"55 ihminen ja lähipiiri 2|pdf,preentation",55. ihminen ja lähipiiri 2.pdf,1D8-s7Xfzak2DdVKQ4zk_4NfkB74hOTAu,2,1D8-s7Xfzak2DdVKQ4zk_4NfkB74hOTAu | 1D8-s7Xfzak2DdVKQ4zk_4NfkB74hOTAu,55. ihminen ja lähipiiri 2.pdf | 55. ihminen ja lähipiiri 2.pdfPDF,https://drive.google.com/file/d/1D8-s7Xfzak2DdVKQ4zk_4NfkB74hOTAu/view?usp=drivesdk | https://drive.google.com/file/d/1D8-s7Xfzak2DdVKQ4zk_4NfkB74hOTAu/view?usp=drivesdk,pdf | preentation
"ihminen ja lähipiiri lumikot|document,google doc?,preentation","Ihminen ja lähipiiri, lumikot",1ZzhoddkDnTg4c8v1HWwwRfhEGSn0BhXI8uQ2bDx_M3A,2,1ZzhoddkDnTg4c8v1HWwwRfhEGSn0BhXI8uQ2bDx_M3A | 1ZzhoddkDnTg4c8v1HWwwRfhEGSn0BhXI8uQ2bDx_M3A,"Ihminen ja lähipiiri, lumikot | Ihminen ja lähipiiri, lumikot",https://docs.google.com/document/d/1ZzhoddkDnTg4c8v1HWwwRfhEGSn0BhXI8uQ2bDx_M3A/edit?usp=drivesdk | https://docs.google.com/document/d/1ZzhoddkDnTg4c8v1HWwwRfhEGSn0BhXI8uQ2bDx_M3A/edit?usp=drivesdk,google doc? | preentation | document
"ihminen ja lähipiiri lumikot|document,google doc?,google docs,preentation","Ihminen ja lähipiiri, lumikot",1ZzhoddkDnTg4c8v1HWwwRfhEGSn0BhXI8uQ2bDx_M3A,2,1ZzhoddkDnTg4c8v1HWwwRfhEGSn0BhXI8uQ2bDx_M3A | 1ZzhoddkDnTg4c8v1HWwwRfhEGSn0BhXI8uQ2bDx_M3A,"Ihminen ja lähipiiri, lumikotGoogle Docs | Ihminen ja lähipiiri, lumikotGoogle Docs",https://docs.google.com/document/d/1ZzhoddkDnTg4c8v1HWwwRfhEGSn0BhXI8uQ2bDx_M3A/edit?usp=drivesdk | https://docs.google.com/document/d/1ZzhoddkDnTg4c8v1HWwwRfhEGSn0BhXI8uQ2bDx_M3A/edit?usp=drivesdk,google docs | google doc? | preentation | document
"ihminen ja lähipiiri 2 lumikot|preentation,video","ihminen ja lähipiiri 2, lumikot.mp4",1MmcoT8UH5o4s8ky7hMbKLmMUHhJKWk8T,2,1MmcoT8UH5o4s8ky7hMbKLmMUHhJKWk8T | 1MmcoT8UH5o4s8ky7hMbKLmMUHhJKWk8T,"ihminen ja lähipiiri 2, lumikot.mp4 | ihminen ja lähipiiri 2, lumikot.mp4Video",https://drive.google.com/file/d/1MmcoT8UH5o4s8ky7hMbKLmMUHhJKWk8T/view?usp=drivesdk | https://drive.google.com/file/d/1MmcoT8UH5o4s8ky7hMbKLmMUHhJKWk8T/view?usp=drivesdk,video | preentation
"luetaan - google docs|google doc?,pdf,preentation",Luetaan - Google Docs.pdf,1FpSw_VSkUqUnCj16EZAN-Sy8zilDNGka,2,1FpSw_VSkUqUnCj16EZAN-Sy8zilDNGka | 1FpSw_VSkUqUnCj16EZAN-Sy8zilDNGka,Luetaan - Google Docs.pdf | Luetaan - Google Docs.pdfPDF,https://drive.google.com/file/d/1FpSw_VSkUqUnCj16EZAN-Sy8zilDNGka/view?usp=drivesdk | https://drive.google.com/file/d/1FpSw_VSkUqUnCj16EZAN-Sy8zilDNGka/view?usp=drivesdk,pdf | google doc? | preentation
"ihminen ja lähipiiri lumikot|preentation,video","ihminen ja lähipiiri, lumikot.mp4",1Nf-eXqwvmGDelVwXudPFshVYrg3z8yZI,2,1Nf-eXqwvmGDelVwXudPFshVYrg3z8yZI | 1Nf-eXqwvmGDelVwXudPFshVYrg3z8yZI,"ihminen ja lähipiiri, lumikot.mp4 | ihminen ja lähipiiri, lumikot.mp4Video",https://drive.google.com/file/d/1Nf-eXqwvmGDelVwXudPFshVYrg3z8yZI/view?usp=drivesdk | https://drive.google.com/file/d/1Nf-eXqwvmGDelVwXudPFshVYrg3z8yZI/view?usp=drivesdk,video | preentation
"54 ihminen ja lähipiiri 1|pdf,preentation",54. Ihminen ja lähipiiri 1.pdf,1T7XZJbelIq3o4RvOMrdKuJZRFFtt5P0G,2,1T7XZJbelIq3o4RvOMrdKuJZRFFtt5P0G | 1T7XZJbelIq3o4RvOMrdKuJZRFFtt5P0G,54. Ihminen ja lähipiiri 1.pdf | 54. Ihminen ja lähipiiri 1.pdfPDF,https://drive.google.com/file/d/1T7XZJbelIq3o4RvOMrdKuJZRFFtt5P0G/view?usp=drivesdk | https://drive.google.com/file/d/1T7XZJbelIq3o4RvOMrdKuJZRFFtt5P0G/view?usp=drivesdk,pdf | preentation
"luento53passiivipptx|pdf,preentation",Luento53passiivi.pptx.pdf,1Ws9gRhDlRGO0humJj5LtMqPC0Ru-akp4,2,1Ws9gRhDlRGO0humJj5LtMqPC0Ru-akp4 | 1Ws9gRhDlRGO0humJj5LtMqPC0Ru-akp4,Luento53passiivi.pptx.pdf | Luento53passiivi.pptx.pdfPDF,https://drive.google.com/file/d/1Ws9gRhDlRGO0humJj5LtMqPC0Ru-akp4/view?usp=drivesdk | https://drive.google.com/file/d/1Ws9gRhDlRGO0humJj5LtMqPC0Ru-akp4/view?usp=drivesdk,pdf | preentation
"passiivi lumikot|preentation,video","passiivi, lumikot.mp4",1qWAH-9zKXnuC03HxRty-8r_AQFb1VR68,2,1qWAH-9zKXnuC03HxRty-8r_AQFb1VR68 | 1qWAH-9zKXnuC03HxRty-8r_AQFb1VR68,"passiivi, lumikot.mp4 | passiivi, lumikot.mp4Video",https://drive.google.com/file/d/1qWAH-9zKXnuC03HxRty-8r_AQFb1VR68/view?usp=drivesdk | https://drive.google.com/file/d/1qWAH-9zKXnuC03HxRty-8r_AQFb1VR68/view?usp=drivesdk,video | preentation
"ihminen ja lähipiiri class|pdf,preentation",Ihminen ja lähipiiri CLASS.pdf,1dnhMm-Ed33PeIsP7sAh1lanJyFuBoQmo,2,1dnhMm-Ed33PeIsP7sAh1lanJyFuBoQmo | 1dnhMm-Ed33PeIsP7sAh1lanJyFuBoQmo,Ihminen ja lähipiiri CLASS.pdf | Ihminen ja lähipiiri CLASS.pdfPDF,https://drive.google.com/file/d/1dnhMm-Ed33PeIsP7sAh1lanJyFuBoQmo/view?usp=drivesdk | https://drive.google.com/file/d/1dnhMm-Ed33PeIsP7sAh1lanJyFuBoQmo/view?usp=drivesdk,pdf | preentation
"a2 01 minä|pdf,preentation",A2 01 Minä.pdf,1sv7o-udsikfQp-6FhrUEoouaLEBjQ5YZ,2,1sv7o-udsikfQp-6FhrUEoouaLEBjQ5YZ | 1sv7o-udsikfQp-6FhrUEoouaLEBjQ5YZ,A2 01 Minä.pdf | A2 01 Minä.pdfPDF,https://drive.google.com/file/d/1sv7o-udsikfQp-6FhrUEoouaLEBjQ5YZ/view?usp=drivesdk | https://drive.google.com/file/d/1sv7o-udsikfQp-6FhrUEoouaLEBjQ5YZ/view?usp=drivesdk,pdf | preentation
"puhekertaus lumikot|preentation,video","puhekertaus, lumikot.mp4",1lW2FgBfwesE-ZzTZM_FEGLCod-pwc7-g,2,1lW2FgBfwesE-ZzTZM_FEGLCod-pwc7-g | 1lW2FgBfwesE-ZzTZM_FEGLCod-pwc7-g,"puhekertaus, lumikot.mp4 | puhekertaus, lumikot.mp4Video",https://drive.google.com/file/d/1lW2FgBfwesE-ZzTZM_FEGLCod-pwc7-g/view?usp=drivesdk | https://drive.google.com/file/d/1lW2FgBfwesE-ZzTZM_FEGLCod-pwc7-g/view?usp=drivesdk,video | preentation
"luento50lausetyyppejäpptx 1 1|pdf,preentation",Luento50lausetyyppejä.pptx (1) (1).pdf,1XVEO98TKZx-Hen9Zj3pNcn42HtEUPP43,2,1XVEO98TKZx-Hen9Zj3pNcn42HtEUPP43 | 1XVEO98TKZx-Hen9Zj3pNcn42HtEUPP43,Luento50lausetyyppejä.pptx (1) (1).pdf | Luento50lausetyyppejä.pptx (1) (1).pdfPDF,https://drive.google.com/file/d/1XVEO98TKZx-Hen9Zj3pNcn42HtEUPP43/view?usp=drivesdk | https://drive.google.com/file/d/1XVEO98TKZx-Hen9Zj3pNcn42HtEUPP43/view?usp=drivesdk,pdf | preentation
"kirjoita kuvasta_lausetyypit - google docs 1|google doc?,pdf,preentation",Kirjoita kuvasta_lausetyypit - Google Docs (1).pdf,1DermszTa0jv0jGRPTdRjWVPX8kXddfMv,2,1DermszTa0jv0jGRPTdRjWVPX8kXddfMv | 1DermszTa0jv0jGRPTdRjWVPX8kXddfMv,Kirjoita kuvasta_lausetyypit - Google Docs (1).pdf | Kirjoita kuvasta_lausetyypit - Google Docs (1).pdfPDF,https://drive.google.com/file/d/1DermszTa0jv0jGRPTdRjWVPX8kXddfMv/view?usp=drivesdk | https://drive.google.com/file/d/1DermszTa0jv0jGRPTdRjWVPX8kXddfMv/view?usp=drivesdk,pdf | google doc? | preentation
"lausetyypit lumikot|preentation,video","lausetyypit, lumikot.mp4",1TTWG4vZVyWooHEgsTi3ySSFLSuIfbteO,2,1TTWG4vZVyWooHEgsTi3ySSFLSuIfbteO | 1TTWG4vZVyWooHEgsTi3ySSFLSuIfbteO,"lausetyypit, lumikot.mp4 | lausetyypit, lumikot.mp4Video",https://drive.google.com/file/d/1TTWG4vZVyWooHEgsTi3ySSFLSuIfbteO/view?usp=drivesdk | https://drive.google.com/file/d/1TTWG4vZVyWooHEgsTi3ySSFLSuIfbteO/view?usp=drivesdk,video | preentation
"luento49tunneverbejäpptx 1|pdf,preentation",Luento49tunneverbejä.pptx (1).pdf,1pEsRh1Hj_mHtnyxJLDDJzLGRewF7YgvW,2,1pEsRh1Hj_mHtnyxJLDDJzLGRewF7YgvW | 1pEsRh1Hj_mHtnyxJLDDJzLGRewF7YgvW,Luento49tunneverbejä.pptx (1).pdf | Luento49tunneverbejä.pptx (1).pdfPDF,https://drive.google.com/file/d/1pEsRh1Hj_mHtnyxJLDDJzLGRewF7YgvW/view?usp=drivesdk | https://drive.google.com/file/d/1pEsRh1Hj_mHtnyxJLDDJzLGRewF7YgvW/view?usp=drivesdk,pdf | preentation
"tunneverbit 1|pdf,preentation",tunneverbit (1).pdf,1VRoWGUef9kzHKm94WC8RD6GGakARbDrs,2,1VRoWGUef9kzHKm94WC8RD6GGakARbDrs | 1VRoWGUef9kzHKm94WC8RD6GGakARbDrs,tunneverbit (1).pdf | tunneverbit (1).pdfPDF,https://drive.google.com/file/d/1VRoWGUef9kzHKm94WC8RD6GGakARbDrs/view?usp=drivesdk | https://drive.google.com/file/d/1VRoWGUef9kzHKm94WC8RD6GGakARbDrs/view?usp=drivesdk,pdf | preentation
"tunneverbit_lausetehtävä - google docs 1|google doc?,pdf,preentation",tunneverbit_lausetehtävä - Google Docs (1).pdf,11yxV_ZL7-Iom4Ta56LnD17qaF5yifLDs,2,11yxV_ZL7-Iom4Ta56LnD17qaF5yifLDs | 11yxV_ZL7-Iom4Ta56LnD17qaF5yifLDs,tunneverbit_lausetehtävä - Google Docs (1).pdf | tunneverbit_lausetehtävä - Google Docs (1).pdfPDF,https://drive.google.com/file/d/11yxV_ZL7-Iom4Ta56LnD17qaF5yifLDs/view?usp=drivesdk | https://drive.google.com/file/d/11yxV_ZL7-Iom4Ta56LnD17qaF5yifLDs/view?usp=drivesdk,pdf | google doc? | preentation
"tunneverbit lumikot|preentation,video","tunneverbit, lumikot.mp4",1CeVXtjhlqxv4IC2WQN_dAnmXb9YYEJHm,2,1CeVXtjhlqxv4IC2WQN_dAnmXb9YYEJHm | 1CeVXtjhlqxv4IC2WQN_dAnmXb9YYEJHm,"tunneverbit, lumikot.mp4 | tunneverbit, lumikot.mp4Video",https://drive.google.com/file/d/1CeVXtjhlqxv4IC2WQN_dAnmXb9YYEJHm/view?usp=drivesdk | https://drive.google.com/file/d/1CeVXtjhlqxv4IC2WQN_dAnmXb9YYEJHm/view?usp=drivesdk,video | preentation
"luento52joka|pdf,preentation",Luento52joka.pdf,1z-PC3UDhbrtFabHJAOTEefION9Swrhvg,2,1z-PC3UDhbrtFabHJAOTEefION9Swrhvg | 1z-PC3UDhbrtFabHJAOTEefION9Swrhvg,Luento52joka.pdf | Luento52joka.pdfPDF,https://drive.google.com/file/d/1z-PC3UDhbrtFabHJAOTEefION9Swrhvg/view?usp=drivesdk | https://drive.google.com/file/d/1z-PC3UDhbrtFabHJAOTEefION9Swrhvg/view?usp=drivesdk,pdf | preentation
"joka lumikot|preentation,video","joka, lumikot.mp4",1kAp_6xleuSyccVUQmU9ooQ8ruHs3wkG-,2,1kAp_6xleuSyccVUQmU9ooQ8ruHs3wkG- | 1kAp_6xleuSyccVUQmU9ooQ8ruHs3wkG-,"joka, lumikot.mp4 | joka, lumikot.mp4Video",https://drive.google.com/file/d/1kAp_6xleuSyccVUQmU9ooQ8ruHs3wkG-/view?usp=drivesdk | https://drive.google.com/file/d/1kAp_6xleuSyccVUQmU9ooQ8ruHs3wkG-/view?usp=drivesdk,video | preentation
"luento52joka class 1|pdf,preentation",Luento52joka CLASS (1).pdf,16Vdn0kySqLf1_JRoMv8BKmn9q-91P1Pf,2,16Vdn0kySqLf1_JRoMv8BKmn9q-91P1Pf | 16Vdn0kySqLf1_JRoMv8BKmn9q-91P1Pf,Luento52joka CLASS (1).pdf | Luento52joka CLASS (1).pdfPDF,https://drive.google.com/file/d/16Vdn0kySqLf1_JRoMv8BKmn9q-91P1Pf/view?usp=drivesdk | https://drive.google.com/file/d/16Vdn0kySqLf1_JRoMv8BKmn9q-91P1Pf/view?usp=drivesdk,pdf | preentation
"luento49tunnelauseet class|pdf,preentation",Luento49tunnelauseet CLASS.pdf,1lISMh5Lngg_r07h7JLmIFWZLvoSq54H5,2,1lISMh5Lngg_r07h7JLmIFWZLvoSq54H5 | 1lISMh5Lngg_r07h7JLmIFWZLvoSq54H5,Luento49tunnelauseet CLASS.pdf | Luento49tunnelauseet CLASS.pdfPDF,https://drive.google.com/file/d/1lISMh5Lngg_r07h7JLmIFWZLvoSq54H5/view?usp=drivesdk | https://drive.google.com/file/d/1lISMh5Lngg_r07h7JLmIFWZLvoSq54H5/view?usp=drivesdk,pdf | preentation
"luento50lausetyyppejäpptx|pdf,preentation",Luento50lausetyyppejä.pptx.pdf,1cy07e44g06IzqwocPJFAQxNSnjdlgRVu,2,1cy07e44g06IzqwocPJFAQxNSnjdlgRVu | 1cy07e44g06IzqwocPJFAQxNSnjdlgRVu,Luento50lausetyyppejä.pptx.pdf | Luento50lausetyyppejä.pptx.pdfPDF,https://drive.google.com/file/d/1cy07e44g06IzqwocPJFAQxNSnjdlgRVu/view?usp=drivesdk | https://drive.google.com/file/d/1cy07e44g06IzqwocPJFAQxNSnjdlgRVu/view?usp=drivesdk,pdf | preentation
"03a koti|pdf,preentation",03A. Koti.pdf,1e1z4Gk0OoO3twKReOqiP_gcjcQzev8Tt,2,1e1z4Gk0OoO3twKReOqiP_gcjcQzev8Tt | 1e1z4Gk0OoO3twKReOqiP_gcjcQzev8Tt,03A. Koti.pdf | 03A. Koti.pdfPDF,https://drive.google.com/file/d/1e1z4Gk0OoO3twKReOqiP_gcjcQzev8Tt/view?usp=drivesdk | https://drive.google.com/file/d/1e1z4Gk0OoO3twKReOqiP_gcjcQzev8Tt/view?usp=drivesdk,pdf | preentation
